final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
104.19379499324751,79.29105269924345,0.01001396819817213,-0.05472593540870807,0.1767548753400989,0.11883027594757402,0.1445407784701188,-0.41400493370876923,1039
