final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
117.51488318492254,153.7983561327458,0.04039685387181602,0.11140731033278728,0.2018880939404445,0.1342013278047112,0.29780865553872526,0.8537967592948335,1027
