final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
104.19379499324751,135.28523452767715,0.01001396819817213,0.07605282124162827,0.1767548753400989,0.11744254459969126,0.1445407784701188,0.6824533510995217,1039
