final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
147.80382280813097,123.72043622591478,0.10293024885131064,0.05482240727022014,0.23468546442348232,0.21070664774571116,0.535498112967242,0.35932692395463234,1005
