Date,basket_ret,weight,weight_lag1,strategy_ret,cum_basket,cum_strategy,sharpe_basket,sharpe_strategy,calmar_basket,calmar_strategy,ann_vol_basket,ann_vol_strategy,ann_ret_basket,ann_ret_strategy
2020-01-03,-0.007672641558016798,0.5,0.5,-0.003836320779008399,99.23273584419832,99.61636792209916,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-06,0.003848648325853669,0.5,0.5,0.0019243241629268344,99.61464774687498,99.80806210591466,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-07,-0.0024306874700452674,0.5,0.5,-0.0012153437350226337,99.37251567076368,99.68676100292949,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-08,0.005746144086940926,0.5,0.5,0.002873072043470463,99.94352446408968,99.97316824907112,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-09,0.0073834730617377,0.5,0.5,0.00369173653086885,100.68145478466539,100.34224284640291,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-10,-0.003374105207753053,0.5,0.5,-0.0016870526038765266,100.3417449637523,100.17296020433008,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-13,0.0067409877679747154,0.5,0.5,0.0033704938839873577,101.01814743917019,100.51059255403969,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-14,-0.000941004955002341,0.5,0.5,-0.0004705024775011705,100.92308886188476,100.46330207122791,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-15,0.0019319339312063495,0.5,0.5,0.0009659669656031747,101.11806560169919,100.56034630228415,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-16,0.00940312608451399,0.5,0.5,0.004701563042256995,102.06889152197411,101.03313710997554,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-17,0.0029946852386261527,0.5,0.5,0.0014973426193130763,102.3745557247379,101.1844183321332,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-21,-0.0032547795143855382,0.5,0.5,-0.0016273897571927691,102.0413491179707,101.01975184615199,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-22,0.0004458239014640819,0.5,0.5,0.00022291195073204095,102.08684159034512,101.04227035609847,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-23,0.0007459861106791088,0.5,0.5,0.0003729930553395544,102.16299695625462,101.07995842123705,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-24,-0.008065968079068009,0.5,0.5,-0.004032984039534004,101.33895348394356,100.67230456220744,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-27,-0.01674685475218581,0.5,0.5,-0.008373427376092904,99.64184474920943,99.82933233117188,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-28,0.010291077953463068,0.5,0.5,0.005145538976731534,100.66726674095041,100.343008051703,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-29,4.273237202430854e-05,0.5,0.5,2.136618601215427e-05,100.67156849204343,100.34515199907806,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-30,0.00334896882110014,0.5,0.5,0.00167448441055007,101.00871443609454,100.51317839177479,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-01-31,-0.018176354767018472,0.5,0.5,-0.009088177383509236,99.17274420794362,99.59969679717004,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-02-03,0.008575118837380232,0.5,0.5,0.004287559418690116,100.02316227495585,100.02673641527142,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-02-04,0.016773941550070948,1.0,0.5,0.008386970775035474,101.70094495260922,100.86565773030848,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-02-05,0.010774778804284901,1.0,1.0,0.010774778804284901,102.79675013866034,101.95246288130126,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-02-06,0.004345486186969394,1.0,1.0,0.004345486186969394,103.24345199645325,102.39549590047947,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
2020-02-07,-0.006744278016040088,1.0,1.0,-0.006744278016040088,102.54714945285347,101.70491220853634,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,0.23468546442348232,0.1652365620837919,0.10293024885131064,0.06316392455946818
