region,ann_ret_basket,ann_ret_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,calmar_basket,calmar_strategy,final_cum_basket,final_cum_strategy
america,0.10293024885131064,0.06316392455946818,0.23468546442348232,0.1652365620837919,0.535498112967242,0.45385615875046015,0.30632301089592107,0.23605395317013758,147.80382280813097,127.66864737160581
