final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
117.51488318492254,144.03979076282013,0.04039685387181602,0.09367332502526993,0.2018880939404445,0.12494002687358055,0.29780865553872526,0.7785626968444875,1027
