region,ann_ret_basket,ann_ret_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,calmar_basket,calmar_strategy,final_cum_basket,final_cum_strategy
asia,0.01001396819817213,0.07366551668346921,0.1767548753400989,0.08324664259836381,0.1445407784701188,0.8954216753400469,0.03172328472345321,0.7599342804445912,104.19379499324751,134.0520307040644
