region,ann_ret_basket,ann_ret_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,calmar_basket,calmar_strategy,final_cum_basket,final_cum_strategy
europe,0.04039685387181602,0.08564111167993893,0.2018880939404445,0.09001308471402641,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,117.51488318492254,139.77701336474934
