Date,basket_ret,weight,weight_lag1,strategy_ret,cum_basket,cum_strategy,sharpe_basket,sharpe_strategy,calmar_basket,calmar_strategy,ann_vol_basket,ann_vol_strategy,ann_ret_basket,ann_ret_strategy
2020-01-03,-0.0032131807420792877,0.5,0.5,-0.0016065903710396439,99.67868192579206,99.83934096289605,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-06,-0.006069301332316386,0.5,0.5,-0.003034650666158193,99.07370196877632,99.5363634403342,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-07,0.002404912083586064,0.5,0.5,0.001202456041793032,99.31196551180663,99.65605154193112,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-08,0.0034305198461229334,0.5,0.5,0.0017152599230614667,99.65265718045235,99.82698757323153,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-09,0.006035596217430698,0.5,0.5,0.003017798108715349,100.25412038118762,100.1282452675288,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-10,-0.0010378093550695484,0.5,0.5,-0.0005189046775347742,100.15007571717175,100.07628825270612,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-13,0.00046526399113318756,0.5,0.5,0.00023263199556659378,100.19667194111219,100.09956919935124,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-14,0.0005955160198457913,0.5,0.5,0.00029775800992289564,100.25634066438836,100.12937464787018,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-15,-0.00016402401642371758,0.5,0.5,-8.201200821185879e-05,100.23989621672065,100.1211628367743,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-16,-0.0011557530494098096,0.5,0.5,-0.0005778765247049048,100.12404365099566,100.06330516714476,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-17,0.008643760188381014,0.5,0.5,0.004321880094190507,100.98949187340587,100.49576677390554,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-20,-0.001657414458555051,0.5,0.5,-0.0008287072292775255,100.82211042941276,100.41248520546822,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
2020-01-21,-0.003387555280843483,0.5,0.5,-0.0016937776404217415,100.48056995680182,100.242408783208,0.29780865553872526,0.9578341593082144,0.11028240203071922,0.9982234069657134,0.2018880939404445,0.09001308471402641,0.04039685387181602,0.08564111167993893
