final_capital_basket,final_capital_strategy,ann_return_basket,ann_return_strategy,ann_vol_basket,ann_vol_strategy,sharpe_basket,sharpe_strategy,n_obs
147.80382280813097,116.60266324325272,0.10293024885131064,0.039266432006723306,0.23468546442348232,0.09670207437472804,0.535498112967242,0.44676836048787993,1005
